views,link_name,link,publ_time,topic
518,В Казахстане начался период предвыборной агитации кандидатов в депутаты мажилиса и маслихатов,https://informburo.kz/novosti/v-kazaxstane-nacalsya-period-predvybornoi-agitacii-kandidatov-v-deputaty-mazilisa-i-maslixatov,"18 февраля 2023, 18:00",#официально
479,ЦИК разрешила привлечь к ответственности четырёх кандидатов за нарушение правил агитации,https://informburo.kz/novosti/cik-razreshila-privlech-k-otvetstvennosti-chetyryoh-kandidatov-za-narushenie-pravil-agitacii,"18 февраля 2023, 17:37",#официально
9273,Казахстан теряет 500 млн долларов в год из-за контрабанды российского зерна,https://informburo.kz/novosti/kazaxstan-teryaet-500-mln-dollarov-v-god-iz-za-kontrabandy-rossiiskogo-zerna,"18 февраля 2023, 17:07",#кстати
5928,"ISW: Путин хочет использовать белорусский ВПК для войны, Лукашенко вынужден идти на уступки",https://informburo.kz/novosti/isw-putin-hochet-ispolzovat-belorusskij-vpk-dlya-vojny-lukashenko-vynuzhden-idti-na-ustupki,"18 февраля 2023, 16:14",#неонас
253,"На трассу Бишкек – Ош сошли три лавины, проезд закрыли для всех видов транспорта",https://informburo.kz/novosti/na-trassu-biskek-os-sosli-tri-laviny-proezd-zakryli-dlya-vsex-vidov-transporta,"18 февраля 2023, 13:32",#видео
821,Иностранный наблюдатель от ОБСЕ не сможет работать на выборах в Казахстане,https://informburo.kz/novosti/inostrannyi-nablyudatel-ot-obse-ne-smozet-rabotat-na-vyborax-v-kazaxstane,"18 февраля 2023, 12:53",#официально
210,"ВОЗ призвала выделить 84,5 млн долларов на нужды Турции и Сирии",https://informburo.kz/novosti/voz-prizvala-vydelit-845-mln-dollarov-na-nuzdy-turcii-i-sirii,"18 февраля 2023, 12:17",#неонас
4513,ЦИК объявила итоги регистрации партийных списков на выборах в мажилис и маслихаты,https://informburo.kz/novosti/cik-obyavila-itogi-registracii-partiinyx-spiskov-na-vyborax-v-mazilis-i-maslixaty,"18 февраля 2023, 11:17",#официально
1613,В аэропорту Астаны представили план развития до 2052 года,https://informburo.kz/novosti/v-aeroportu-astany-predstavili-plan-razvitiya-do-2052-goda,"18 февраля 2023, 11:07",#официально
306,Приток иностранных инвестиций в Казахстан вырос почти на 18%,https://informburo.kz/novosti/pritok-inostrannyh-investicij-v-kazahstan-vyros-pochti-na-18,"18 февраля 2023, 10:24",#официально
3543,Третью за пять дней смерть от коронавируса зарегистрировали в Казахстане,https://informburo.kz/novosti/tretyu-za-pyat-dnej-smert-ot-koronavirusa-zaregistrirovali-v-kazahstane,"18 февраля 2023, 09:47",#цифра
5577,Партия Amanat подаст в суд на рекламные компании за преждевременное размещение агитационных баннеров,https://informburo.kz/novosti/partiya-amanat-podast-v-sud-na-reklamnye-kompanii-za-prezhdevremennoe-razmeshenie-agitacionnyh-bannerov,"18 февраля 2023, 09:09",#фото
8824,Что происходит в Украине. Главное к утру 18 февраля,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-k-utru-18-fevralya,"18 февраля 2023, 08:31",#неонас
835,Гранд-финал республиканского турнира по подтягиванию Tartyl Fest покажут в прямом эфире,https://informburo.kz/novosti/grand-final-respublikanskogo-turnira-po-podtyagivaniyu-tartyl-fest-pokazhut-v-pryamom-efire,"18 февраля 2023, 08:02",#анонс
426,"В Беларуси коронавирус исключили из заболеваний, представляющих опасность для населения",https://informburo.kz/novosti/v-belarusi-koronavirus-isklyuchili-iz-zabolevanij-predstavlyayushih-opasnost-dlya-naseleniya,"18 февраля 2023, 04:30",#неонас
6884,Дороги закрыли в трёх областях Казахстана,https://informburo.kz/novosti/dorogi-zakryli-v-tryox-oblastyax-kazaxstana,"18 февраля 2023, 00:41",#назаметку
351,"Вооружённые люди ворвались в здание полиции в Пакистане, один из них подорвал себя на месте",https://informburo.kz/novosti/vooruzyonnye-lyudi-vorvalis-v-zdanie-policii-v-pakistane-odin-iz-nix-podorval-sebya-na-meste,"17 февраля 2023, 23:34",#видео
892,Чудесное спасение: 45-летний мужчина 12 дней находился под завалами после землетрясения и выжил,https://informburo.kz/novosti/chudesnoe-spasenie-45-letnij-muzhchina-12-dnej-nahodilsya-pod-zavalami-posle-zemletryaseniya-i-vyzhil,"17 февраля 2023, 22:34",#неонас
408,В Шымкенте откачивают воду с улиц после проливного дождя,https://informburo.kz/novosti/v-symkente-otkacivayut-vodu-s-ulic-posle-prolivnogo-dozdya,"17 февраля 2023, 21:43",#фото
4958,Прогноз погоды на 18 февраля: штормовое предупреждение объявили в девяти областях,https://informburo.kz/novosti/prognoz-pogody-na-18-fevralya-shtormovoe-preduprezhdenie-obuyavili-v-devyati-oblastyah,"17 февраля 2023, 21:00",#назаметку
2219,Что происходит в Украине. Главное за день 17 февраля,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-za-den-17-fevralya,"17 февраля 2023, 20:46",#неонас
2218,Правительство: К началу учебного года все школы должны установить турникеты и нанять спецохрану,https://informburo.kz/novosti/pravitelstvo-k-nacalu-ucebnogo-goda-vse-skoly-dolzny-ustanovit-turnikety-i-nanyat-specoxranu,"17 февраля 2023, 20:35",#официально
1051,FlyArystan накажут за нарушение прав несовершеннолетних,https://informburo.kz/novosti/fly-arystan-nakazhut-za-narushenie-prav-nesovershennoletnih,"17 февраля 2023, 19:47",#официально
479,Смаилов: Казахстан намерен расширять сотрудничество с ЕБРР,https://informburo.kz/novosti/smailov-kazaxstan-nameren-rassiryat-sotrudnicestvo-s-ebrr,"17 февраля 2023, 19:37",#официально
642,"""Это западный заговор"". Талибы запретили продажу средств контрацепции в Афганистане",https://informburo.kz/novosti/eto-zapadnyj-zagovor-taliby-zapretili-prodazhu-sredstv-kontracepcii-v-afganistane,"17 февраля 2023, 18:50",#неонас
9092,В КазАвтоЖоле предупредили водителей о возможном закрытии трасс,https://informburo.kz/novosti/v-kazavtozole-predupredili-voditelei-o-vozmoznom-zakrytii-trass,"17 февраля 2023, 18:45",#назаметку
3111,Нацбанк установил официальный курс рубля в Казахстане на 18-20 февраля,https://informburo.kz/novosti/nacbank-ustanovil-oficialnyj-kurs-rublya-v-kazahstane-na-18-20-fevralya,"17 февраля 2023, 17:50",#назаметку
4122,В Караганде замакима района подозревается в получении взяток за выполнение своих обязанностей,https://informburo.kz/novosti/v-karagande-zamakima-raiona-podozrevaetsya-v-polucenii-vzyatok-za-vypolnenie-svoix-obyazannostei,"17 февраля 2023, 17:38",#официально
663,Семь крупных аэропортов Германии отменили более 2300 рейсов в связи с забастовкой,https://informburo.kz/novosti/sem-krupnyx-aeroportov-germanii-otmenili-bolee-2300-reisov-v-svyazi-s-zabastovkoi,"17 февраля 2023, 17:30",#неонас
210,Три человека попали под лавину на юге Кыргызстана,https://informburo.kz/novosti/tri-celoveka-popali-pod-lavinu-na-yuge-kyrgyzstana,"17 февраля 2023, 17:10",#видео
13165,"""Меня выбирали депутаты"". Слова акима села в Алматинской области возмутили казахстанцев",https://informburo.kz/novosti/menya-vybirali-deputaty-slova-akima-sela-v-almatinskoi-oblasti-vozmutili-kazaxstancev,"17 февраля 2023, 16:42",#видео
178,Центр журналистики MediaLab открылся при Казахстанском институте общественного развития,https://informburo.kz/novosti/centr-zurnalistiki-medialab-otkrylsya-pri-kazaxstanskom-institute-obshhestvennogo-razvitiya,"17 февраля 2023, 16:37",#официально
1546,Из-за противоречия в законодательстве казахстанских бизнесменов оштрафовали на 51 млн тенге,https://informburo.kz/novosti/iz-za-protivoreciya-v-zakonodatelstve-kazaxstanskix-biznesmenov-ostrafovali-na-51-mln-tenge,"17 февраля 2023, 16:27",#цифра
1462,Количество грантов на подготовку научных кадров увеличат почти в три раза,https://informburo.kz/novosti/kolicestvo-grantov-na-podgotovku-naucnyx-kadrov-uvelicat-pocti-v-tri-raza,"17 февраля 2023, 16:20",#официально
4776,Бесплатный автобус взамен трамвая предложили жителям Темиртау,https://informburo.kz/novosti/besplatnyi-avtobus-vzamen-tramvaya-predlozili-zitelyam-temirtau,"17 февраля 2023, 16:10",#кстати
1814,ЕНПФ взыскал 3 млрд тенге долга обанкротившейся компании спустя 6 лет после решения суда,https://informburo.kz/novosti/enpf-vzyskal-3-mlrd-tenge-dolga-obankrotivseisya-kompanii-spustya-6-let-posle-reseniya-suda,"17 февраля 2023, 15:57",#цифра
283,7 млрд тенге выделят из резерва правительства на реконструкцию здания акимата Алматы,https://informburo.kz/novosti/7-mlrd-tenge-vydelyat-iz-rezerva-pravitelstva-na-rekonstrukciyu-zdaniya-akimata-almaty,"17 февраля 2023, 15:50",#цифра
302,Автобусами обеспечат шесть школ в Наурызбайском районе Алматы,https://informburo.kz/novosti/avtobusami-obespecat-sest-skol-v-nauryzbaiskom-raione-almaty,"17 февраля 2023, 11:46",#назаметку
1853,"Снег, дождь и ветер: какой будет погода в Казахстане в эти выходные",https://informburo.kz/novosti/sneg-dozd-i-veter-kakoi-budet-pogoda-v-kazaxstane-v-eti-vyxodnye,"17 февраля 2023, 11:41",#назаметку
13880,Досаев о сдерживании цен на продукты в Алматы: Ждать чуда не стоит,https://informburo.kz/novosti/dosaev-o-sderzivanii-cen-na-produkty-v-almaty-zdat-cuda-ne-stoit,"17 февраля 2023, 11:36",#прямаяречь
3843,"""Трудоустроить всех в нефтяную отрасль невозможно"". Аким Мангистау призвал развивать сельское хозяйство",https://informburo.kz/novosti/trudoustroit-vsex-v-neftyanuyu-otrasl-nevozmozno-akim-mangistau-prizval-razvivat-selskoe-xozyaistvo,"17 февраля 2023, 11:14",#официально
612,Массовых катаний на Медеу не будет с 18 по 24 февраля,https://informburo.kz/novosti/massovyx-katanii-na-medeu-ne-budet-s-18-po-24-fevralya,"17 февраля 2023, 11:09",#назаметку
323,"""Самый низкий в мире уровень смертности"". Китай объявил об ""уверенной победе"" над Covid-19",https://informburo.kz/novosti/samyi-nizkii-v-mire-uroven-smertnosti-kitai-obyavil-ob-uverennoi-pobede-nad-covid-19,"17 февраля 2023, 10:58",#неонас
1243,Сенатор: Отток населения из приграничных областей приводит к угрозе национальной безопасности,https://informburo.kz/novosti/senator-ottok-naseleniya-iz-prigranicnyx-oblastei-privodit-k-ugroze-nacionalnoi-bezopasnosti,"17 февраля 2023, 10:47",#официально
4582,Прогноз погоды на 17 февраля: осадки и низовая метель ожидаются на большей части Казахстана,https://informburo.kz/novosti/prognoz-pogody-na-17-fevralya-osadki-i-nizovaya-metel-ozhidayutsya-na-bolshej-chasti-kazahstana,"16 февраля 2023, 21:00",#назаметку
2043,Владимир Зеленский позвонил Касым-Жомарту Токаеву,https://informburo.kz/novosti/vladimir-zelenskii-pozvonil-kasym-zomartu-tokaevu,"16 февраля 2023, 20:35",#официально
27895,Что происходит в Украине. Главное за день 16 февраля,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-za-den-16-fevralya,"16 февраля 2023, 20:30",#неонас
241,"КТК нарастил пропускную способность до 72,5 млн тонн нефти в год с территории Казахстана",https://informburo.kz/novosti/ktk-narastil-propusknuyu-sposobnost-do-72-5-mln-tonn-nefti-v-god-s-territorii-kazahstana,"16 февраля 2023, 19:57",#официально
1993,"Как будут ездить автобусы в Алматы во время зимнего забега ""Winter Run 2023""",https://informburo.kz/novosti/kak-budut-ezdit-avtobusy-v-almaty-vo-vremya-zimnego-zabega-winter-run-2023,"16 февраля 2023, 19:21",#назаметку
2402,В Астане компанию оштрафовали за незаконное привлечение средств дольщиков,https://informburo.kz/novosti/v-astane-kompaniyu-ostrafovali-za-nezakonnoe-privlecenie-sredstv-dolshhikov,"16 февраля 2023, 18:19",#официально
505,"""Прерогатива президента"". Смаилов ответил на предложение назначать акимов на один пятилетний срок",https://informburo.kz/novosti/prerogativa-prezidenta-smailov-otvetil-na-predlozhenie-naznachat-akimov-na-odin-pyatiletnij-srok,"16 февраля 2023, 17:45",#официально
746,"АО ""КазТрансОйл"" устанавливало лишние требования при проведении тендеров",https://informburo.kz/novosti/ao-kaztransoil-ustanavlivalo-lisnie-trebovaniya-pri-provedenii-tenderov,"16 февраля 2023, 17:35",#официально
660,В Экибастузтеплоэнерго высказались о гибели двух людей от удара током,https://informburo.kz/novosti/v-ekibastuzteploenergo-vyskazalis-o-gibeli-dvux-lyudei-ot-udara-tokom,"16 февраля 2023, 17:00",#официально
4654,Вниз вслед за долларом: официальный курс рубля в Казахстане продолжает падать к тенге,https://informburo.kz/novosti/vniz-vsled-za-dollarom-oficialnyj-kurs-rublya-v-kazahstane-prodolzhaet-padat-k-tenge,"16 февраля 2023, 16:31",#назаметку
151,"Покупательная способность средней зарплаты упала на 0,9% по всему миру",https://informburo.kz/novosti/pokupatelnaya-sposobnost-srednei-zarplaty-upala-na-09-po-vsemu-miru,"16 февраля 2023, 16:19",#цифра
879,В Казатомпроме прокомментировали информацию из соцсетей о создании инвестплатформы компании,https://informburo.kz/novosti/v-kazatomprome-prokommentirovali-informaciyu-iz-socsetei-o-sozdanii-investplatformy-kompanii,"16 февраля 2023, 16:14",#назаметку
1805,Курс доллара упал на бирже до 444 тенге,https://informburo.kz/novosti/kurs-dollara-upal-na-birzhe-do-444-tenge,"16 февраля 2023, 15:36",#цифра
134,"""ТЭЦ работает без сбоев"". Ахметов поручил снять режим ЧС в Риддере",https://informburo.kz/novosti/tec-rabotaet-bez-sboev-ahmetov-poruchil-snyat-rezhim-chs-v-riddere,"16 февраля 2023, 15:31",#официально
370,"Мужчина обещал алматинцам квартиры по госпрограммам, брал задаток и пропадал",https://informburo.kz/novosti/muzcina-obeshhal-almatincam-kvartiry-po-gosprogrammam-bral-zadatok-i-propadal,"16 февраля 2023, 15:00",#фото
394,Срок пребывания и доступ к госуслугам: в ЕАЭС предложили упростить процедуры для трудовых мигрантов,https://informburo.kz/novosti/srok-prebyvaniya-i-dostup-k-gosuslugam-v-eaes-predlozili-uprostit-procedury-dlya-trudovyx-migrantov,"16 февраля 2023, 14:24",#официально
315,"Американские священники: искусственный интеллект умеет писать проповеди, но в них ""нет души""",https://informburo.kz/novosti/amerikanskie-svyashhenniki-iskusstvennyi-intellekt-umeet-pisat-propovedi-no-v-nix-net-dusi,"16 февраля 2023, 13:50",#неонас
2561,После смерти срочника сотрудников погранслужбы Жамбылской области отстранили от работы,https://informburo.kz/novosti/posle-smerti-srocnika-sotrudnikov-pogransluzby-zambylskoi-oblasti-otstranili-ot-raboty,"16 февраля 2023, 13:36",#официально
10208,В 1200 раз завысили стоимость лота при госзакупках в Алматинской области,https://informburo.kz/novosti/v-1200-raz-zavysili-stoimost-lota-pri-goszakupkax-v-almatinskoi-oblasti,"16 февраля 2023, 13:23",#цифра
210,Один человек погиб и трое ранены при стрельбе в торговом центре в Техасе,https://informburo.kz/novosti/odin-celovek-pogib-i-troe-raneny-pri-strelbe-v-torgovom-centre-v-texase,"16 февраля 2023, 13:14",#неонас
806,"""Нейтральная полоса заполнена 13 часов"". На АПП ""Кайрак"" на границе с РФ возникла пробка из фур",https://informburo.kz/novosti/nejtralnaya-polosa-zapolnena-13-chasov-na-app-kajrak-na-granice-s-rf-voznikla-probka-iz-fur,"16 февраля 2023, 12:08",#цифра
485,Финрегулятор: Иск Генпрокуратуры к иностранным акционерам Jusan Bank не несёт рисков для клиентов банка,https://informburo.kz/novosti/finregulyator-isk-genprokuratury-k-inostrannym-akcioneram-jusan-bank-ne-nesyot-riskov-dlya-klientov-banka,"16 февраля 2023, 11:56",#официально
873,"Люди задыхаются от запаха: подвал ЖК ""Мадениет"" в Алматы залит нечистотами",https://informburo.kz/novosti/lyudi-zadyxayutsya-ot-zapaxa-podval-zk-madeniet-v-almaty-zalit-necistotami,"16 февраля 2023, 11:34",#видео
12315,"Замглавы КНБ: В деле Челаха разобрались полностью, не знаю, что он хочет добавить",https://informburo.kz/novosti/zamglavy-knb-v-dele-chelaha-razobralis-polnostyu-ne-znayu-chto-on-hochet-dobavit,"16 февраля 2023, 11:16",#официально
10898,"Какие активы, выведенные за рубеж, требует вернуть генпрокурор РК владельцу группы Jusan",https://informburo.kz/novosti/kakie-aktivy-vyvedennye-za-rubez-trebuet-vernut-genprokuror-rk-vladelcu-gruppy-jusan,"16 февраля 2023, 11:07",#официально
362,Шесть взрослых и двое детей погибли при сходе лавин в Таджикистане,https://informburo.kz/novosti/sest-vzroslyx-i-dvoe-detei-pogibli-pri-sxode-lavin-v-tadzikistane,"15 февраля 2023, 20:26",#неонас
1081,Air Astana отменила рейс из-за забастовки в аэропортах Германии,https://informburo.kz/novosti/air-astana-otmenila-reis-iz-za-zabastovki-v-aeroportax-germanii,"15 февраля 2023, 19:30",#назаметку
670,Прокуроры Алматы решили создать чёрный список запрещённых сайтов для школьников,https://informburo.kz/novosti/prokurory-almaty-resili-sozdat-cyornyi-spisok-zapreshhyonnyx-saitov-dlya-skolnikov,"15 февраля 2023, 19:00",#официально
959,"Токаев подписал закон, позволяющий Франции арестовывать незаконно вывезенное из РК имущество",https://informburo.kz/novosti/tokaev-podpisal-zakon-pozvolyayushhii-francii-arestovyvat-nezakonno-vyvezennoe-iz-rk-imushhestvo,"15 февраля 2023, 18:18",#официально
2673,"Работавшие в органах МВД пенсионеры опасаются за судьбу алматинского санатория ""Казахстан""",https://informburo.kz/novosti/rabotavsie-v-organax-mvd-pensionery-opasayutsya-za-sudbu-almatinskogo-sanatoriya-kazaxstan,"15 февраля 2023, 18:01",#официально
8666,Токаев подписал закон о лишении Назарбаева статуса Елбасы,https://informburo.kz/novosti/tokaev-podpisal-zakon-o-lisenii-nazarbaeva-statusa-elbasy,"15 февраля 2023, 17:48",#официально
399,Официальный курс рубля в Казахстане упал до 6 тенге,https://informburo.kz/novosti/oficialnyj-kurs-rublya-v-kazahstane-upal-do-6-tenge,"15 февраля 2023, 17:43",#назаметку
16478,В Актобе водители автобусов сошли с маршрутов в знак протеста,https://informburo.kz/novosti/v-aktobe-voditeli-avtobusov-sosli-s-marsrutov-v-znak-protesta,"14 февраля 2023, 22:35",#официально
1486,Токаев проверил удар чемпионки мира по боксу в ДЮСШ Степногорска,https://informburo.kz/novosti/tokaev-proveril-udar-cempionki-mira-po-boksu-v-dyuss-stepnogorska,"14 февраля 2023, 21:37",#видео
2485,Казахстанские спасатели 20 часов извлекали из-под завалов в Турции отца и его двоих детей,https://informburo.kz/novosti/kazaxstanskie-spasateli-20-casov-izvlekali-iz-pod-zavalov-v-turcii-otca-i-ego-dvoix-detei,"14 февраля 2023, 21:10",#официально
479,Прогноз погоды на 15 февраля: мороз сохраняется на севере и востоке Казахстана,https://informburo.kz/novosti/prognoz-pogody-na-15-fevralya-moroz-soxranyaetsya-na-severe-i-vostoke-kazaxstana,"14 февраля 2023, 21:00",#назаметку
1579,Что происходит в Украине. Главное за день 14 февраля,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-za-den-14-fevralya,"14 февраля 2023, 20:37",#неонас
749,Президент зашёл во двор Степногорска и побеседовал с жителями,https://informburo.kz/novosti/prezident-zasyol-vo-dvor-stepnogorska-i-pobesedoval-s-zitelyami,"14 февраля 2023, 20:22",#видео
654,"""Какая-то безысходность в этой ситуации"". Токаев поручил решить проблему теплоснабжения Степногорска",https://informburo.kz/novosti/kakaya-to-bezysxodnost-v-etoi-situacii-tokaev-porucil-resit-problemu-teplosnabzeniya-stepnogorska,"14 февраля 2023, 19:26",#официально
1031,"В ""Даму"" высказались о мошенниках, обманувших жителей Алматы от имени фонда",https://informburo.kz/novosti/v-damu-vyskazalis-o-mosennikax-obmanuvsix-zitelei-almaty-ot-imeni-fonda,"14 февраля 2023, 19:07",#официально
392,Казахстанские спасатели извлекли тела 85 погибших из-под завалов в Турции,https://informburo.kz/novosti/kazaxstanskie-spasateli-izvlekli-tela-85-pogibsix-iz-pod-zavalov-v-turcii,"14 февраля 2023, 18:57",#фото
903,"""I’ll be back"". Алмазбек Атамбаев вышел на свободу",https://informburo.kz/novosti/ill-be-back-almazbek-atambaev-vysel-na-svobodu,"14 февраля 2023, 18:39",#неонас
448,"Житель Уральска продавал лекарства из дома, у него изъяли более 70 000 таблеток",https://informburo.kz/novosti/zhitel-uralska-prodaval-lekarstva-iz-doma-u-nego-izuyali-bolee-70-000-tabletok,"14 февраля 2023, 18:34",#цифра
682,Токаев оценил экспортные возможности тепличного комплекса в Степногорске,https://informburo.kz/novosti/tokaev-ocenil-eksportnye-vozmozhnosti-teplichnogo-kompleksa-v-stepnogorske,"14 февраля 2023, 18:05",#фото
940,Медики рассказали о состоянии пострадавших при нападении в школе Петропавловска,https://informburo.kz/novosti/mediki-rasskazali-o-sostoyanii-postradavsix-pri-napadenii-v-skole-petropavlovska,"14 февраля 2023, 17:49",#официально
356,Активы Нацфонда сократились на 23% с 2014 года,https://informburo.kz/novosti/aktivy-nacfonda-sokratilis-na-23-s-2014-goda,"14 февраля 2023, 17:40",#цифра
135,"44% компаний считают, что геополитика не оказала влияния на их деятельность – опрос Нацбанка",https://informburo.kz/novosti/44-kompanii-scitayut-cto-geopolitika-ne-okazala-vliyaniya-na-ix-deyatelnost-opros-nacbanka,"14 февраля 2023, 17:28",#цифра
722,Рубли в Казахстане меняют по курсу ниже 6 тенге,https://informburo.kz/novosti/rubli-v-kazahstane-menyayut-po-kursu-nizhe-6-tenge,"14 февраля 2023, 17:23",#назаметку
286,Документы для поступления в военные вузы будут принимать с 15 по 20 июля,https://informburo.kz/novosti/dokumenty-dlya-postupleniya-v-voennye-vuzy-budut-prinimat-s-15-po-20-iyulya,"14 февраля 2023, 16:51",#назаметку
3848,"Нацфонд – детям: какие документы потребуются, чтобы снять средства, и что будет с невостребованными деньгами",https://informburo.kz/novosti/nacfond-detyam-kakie-dokumenty-potrebuyutsya-ctoby-snyat-sredstva-i-cto-budet-s-nevostrebovannymi-dengami,"14 февраля 2023, 16:29",#официально
1763,"""Сливают алкоголь в снег"". Владельцы магазинов в Караганде жалуются на неизвестных проверяющих",https://informburo.kz/novosti/slivayut-alkogol-v-sneg-vladelcy-magazinov-v-karagande-zaluyutsya-na-neizvestnyx-proveryayushhix,"14 февраля 2023, 16:23",#официально
332,"""Ценности выживания"". Молодые казахстанцы ценят семью и здоровье больше, чем образование",https://informburo.kz/novosti/cennosti-vyzivaniya-molodye-kazaxstancy-cenyat-semyu-i-zdorove-bolse-cem-obrazovanie,"14 февраля 2023, 15:49",#цифра
1045,Курс доллара снова снизился к тенге на биржевых торгах,https://informburo.kz/novosti/kurs-dollara-snova-snizilsya-k-tenge-na-birzevyx-torgax,"14 февраля 2023, 15:35",#назаметку
191,"В НПП обсудили проблемы, которые может повлечь требование об обязательной модернизации рынков",https://informburo.kz/novosti/v-npp-obsudili-problemy-kotorye-mozet-povlec-trebovanie-ob-obyazatelnoi-modernizacii-rynkov,"14 февраля 2023, 15:09",#официально
916,Токаев посетил Казахстанскую агроинновационную корпорацию в Кокшетау,https://informburo.kz/novosti/tokaev-posetil-kazaxstanskuyu-agroinnovacionnuyu-korporaciyu-v-koksetau,"14 февраля 2023, 14:56",#официально
3396,Верховный суд Кыргызстана отменил приговор Алмазбеку Атамбаеву,https://informburo.kz/novosti/verxovnyi-sud-kyrgyzstana-otmenil-prigovor-almazbeku-atambaevu,"14 февраля 2023, 14:14",#неонас
1960,"В Казахстане намерены повысить стоимость гранта в магистратуру, чтобы вызвать интерес вузов к подготовке учёных",https://informburo.kz/novosti/v-kazaxstane-namereny-povysit-stoimost-granta-v-magistraturu-ctoby-vyzvat-interes-vuzov-k-podgotovke-ucyonyx,"14 февраля 2023, 14:08",#официально
451,Касым-Жомарт Токаев: Работающих в Турции казахстанских спасателей представят к наградам,https://informburo.kz/novosti/kasym-zhomart-tokaev-rabotayushih-v-turcii-kazahstanskih-spasatelej-predstavyat-k-nagradam,"14 февраля 2023, 13:43",#прямаяречь
401,Ануар Жангозин покинул пост главы центра международных программ,https://informburo.kz/novosti/anuar-zangozin-pokinul-post-glavy-centra-mezdunarodnyx-programm,"14 февраля 2023, 13:36",#официально
337,Токаев поручил правительству направить дополнительную гуманитарную помощь Турции,https://informburo.kz/novosti/tokaev-porucil-pravitelstvu-napravit-dopolnitelnuyu-gumanitarnuyu-pomoshh-turcii,"14 февраля 2023, 13:31",#официально
551,"В Казахстане выявили пять колледжей, которые обучали студентов без лицензии",https://informburo.kz/novosti/v-kazaxstane-vyyavili-pyat-kolledzei-kotorye-obucali-studentov-bez-licenzii,"14 февраля 2023, 13:25",#цифра
447,Продать новорождённого ребёнка за 2 млн тенге пыталась супружеская пара в Алматы,https://informburo.kz/novosti/prodat-novorozdyonnogo-rebyonka-za-2-mln-tenge-pytalas-supruzeskaya-para-v-almaty,"14 февраля 2023, 13:20",#официально
580,Воры оставили жителей Темиртау без трамваев на 45 дней,https://informburo.kz/novosti/vory-ostavili-zitelei-temirtau-bez-tramvaev-na-45-dnei,"14 февраля 2023, 13:15",#цифра
2855,"""Родились со смартфоном в руках"". Грозят ли казахстанским детям цифровой аутизм и деградация?",https://informburo.kz/novosti/rodilis-so-smartfonom-v-rukax-grozyat-li-kazaxstanskim-detyam-cifrovoi-autizm-i-degradaciya,"14 февраля 2023, 13:10",#важно
1799,Обманули на 6 млрд тенге: одного из руководителей финпирамиды экстрадировали из Польши в Казахстан,https://informburo.kz/novosti/obmanuli-na-6-mlrd-tenge-odnogo-iz-rukovoditelei-finpiramidy-ekstradirovali-iz-polsi-v-kazaxstan,"14 февраля 2023, 13:05",#официально
376,Конституционный суд принял к производству всего девять обращений из более чем тысячи,https://informburo.kz/novosti/konstitucionnyi-sud-prinyal-k-proizvodstvu-vsego-devyat-obrashhenii-iz-bolee-cem-tysyaci,"14 февраля 2023, 13:00",#цифра
9394,КТЖ объявил скидки до 50% на железнодорожные билеты,https://informburo.kz/novosti/ktz-obyavil-skidki-do-50-na-zeleznodoroznye-bilety,"14 февраля 2023, 12:54",#назаметку
304,"Дворец школьников, перинатальный центр и 25 школ: Кульгинов оценил реализацию соцпроектов в Шымкенте",https://informburo.kz/novosti/dvorec-skolnikov-perinatalnyi-centr-i-25-skol-kulginov-ocenil-realizaciyu-socproektov-v-symkente,"14 февраля 2023, 12:49",#фото
1774,Какие автомобили чаще всего покупали казахстанцы в январе,https://informburo.kz/novosti/kakie-avtomobili-cashhe-vsego-pokupali-kazaxstancy-v-yanvare,"14 февраля 2023, 10:13",#назаметку
498,В Астане начали ремонт аварийного путепровода на участке Большой кольцевой дороги,https://informburo.kz/novosti/v-astane-nacali-remont-avariinogo-puteprovoda-na-ucastke-bolsoi-kolcevoi-dorogi,"14 февраля 2023, 09:47",#фото
2538,Аэропорт Уральска передали в управление казахстанско-российскому консорциуму,https://informburo.kz/novosti/aeroport-uralska-peredali-v-upravlenie-kazaxstansko-rossiiskomu-konsorciumu,"14 февраля 2023, 09:30",#официально
374,В Казахстане за сутки зарегистрировали 49 случаев заражения коронавирусом,https://informburo.kz/novosti/v-kazaxstane-za-sutki-zaregistrirovali-49-slucaev-zarazeniya-koronavirusom,"14 февраля 2023, 09:25",#цифра
9717,Более 600 переселенцев не прижились в СКО и уехали. В чём причина?,https://informburo.kz/novosti/bolee-600-pereselencev-ne-prizilis-v-sko-i-uexali-v-cyom-pricina,"14 февраля 2023, 09:13",#видео
13052,Машины-конструкторы можно будет легализовать в Казахстане,https://informburo.kz/novosti/masiny-konstruktory-mozno-budet-legalizovat-v-kazaxstane,"14 февраля 2023, 08:34",#официально
6967,Что происходит в Украине. Главное к утру 14 февраля,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-k-utru-14-fevralya,"14 февраля 2023, 08:04",#неонас
9071,Экс-руководителю управления финансов Шымкента реальный срок изменили на ограничение свободы,https://informburo.kz/novosti/eks-rukovoditelyu-upravleniya-finansov-symkenta-realnyi-srok-izmenili-na-ogranicenie-svobody,"14 февраля 2023, 04:30",#официально
