views,link_name,link,publ_time,topic
199,Прогноз погоды на 6 марта: дожди пройдут в южных областях Казахстана,https://informburo.kz/novosti/prognoz-pogody-na-6-marta-dozhdi-projdut-v-yuzhnyh-oblastyah-kazahstana,"5 марта 2023, 21:00",#назаметку
227,"Пассажирский поезд, потерпевший столкновение в Актюбинской области, продолжил движение",https://informburo.kz/novosti/passazhirskij-poezd-poterpevshij-stolknovenie-v-aktyubinskoj-oblasti-prodolzhil-dvizhenie,"5 марта 2023, 20:25",#официально
143,"""Города свободы"" и ""улья промышленности"". Что обещает Трамп американцам",https://informburo.kz/novosti/goroda-svobody-i-ulya-promyslennosti-cto-obeshhaet-tramp-amerikancam,"5 марта 2023, 19:30",#неонас
413,В Китае для повышения рождаемости предложили сократить рабочий день у молодёжи,https://informburo.kz/novosti/v-kitae-dlya-povysheniya-rozhdaemosti-predlozhili-sokratit-rabochij-den-u-molodyozhi,"5 марта 2023, 18:44",#неонас
80,Tesla отзовёт почти 3500 автомобилей из-за плохо закреплённых спинок сидений,https://informburo.kz/novosti/tesla-otzovyot-pochti-3500-avtomobilej-iz-za-ploho-zakreplyonnyh-spinok-sidenij,"5 марта 2023, 17:51",#кстати
369,Площадь ледяного покрова Антарктиды сократилась до рекордного уровня,https://informburo.kz/novosti/ploshad-ledyanogo-pokrova-antarktidy-sokratilas-do-rekordnogo-urovnya,"5 марта 2023, 17:01",#кстати
241,Полина Кудерметова победила в турнире BeeTV 40 Women's,https://informburo.kz/novosti/polina-kudermetova-pobedila-v-turnire-bee-tv-40-womens,"5 марта 2023, 16:07",#кстати
125,"Здоровье, образование, занятость: вице-премьер Алтай Кульгинов посетил Костанайскую область",https://informburo.kz/novosti/zdorove-obrazovanie-zanyatost-vice-premer-altaj-kulginov-posetil-kostanajskuyu-oblast,"5 марта 2023, 15:19",#фото
1608,"В Алматы арестовали застройщиков ЖК ""Ушконыр"" и ""Весновка""",https://informburo.kz/novosti/v-almaty-arestovali-zastrojshikov-zhk-ushkonyr-i-vesnovka,"5 марта 2023, 14:17",#официально
856,В Актюбинской области локомотив столкнулся с пассажирским поездом,https://informburo.kz/novosti/v-aktyubinskoi-oblasti-lokomotiv-stolknulsya-s-passazirskim-poezdom,"5 марта 2023, 13:40",#видео
425,"В Туркменистане салоны красоты возобновляют работу, но ботокс и силикон по-прежнему под запретом",https://informburo.kz/novosti/v-turkmenistane-salony-krasoty-vozobnovlyayut-rabotu-no-botoks-i-silikon-po-prezhnemu-pod-zapretom,"5 марта 2023, 13:28",#неонас
6496,Сколько стоит рубль в обменниках Казахстана 5 марта,https://informburo.kz/novosti/skolko-stoit-rubl-v-obmennikah-kazahstana-5-marta,"5 марта 2023, 12:37",#назаметку
1092,"Одна погибла, четверо в больнице. В Актюбинской области школьники катались на джипе и перевернулись",https://informburo.kz/novosti/odna-pogibla-cetvero-v-bolnice-v-aktyubinskoi-oblasti-skolniki-katalis-na-dzipe-i-perevernulis,"5 марта 2023, 11:43",#официально
1968,Шавкат Рахмонов выиграл супербой с Джеффом Нилом,https://informburo.kz/novosti/savkat-raxmonov-vyigral-superboi-s-dzeffom-nilom,"5 марта 2023, 10:38",#кстати
204,В Казахстане за сутки зарегистрировали 38 случаев заражения коронавирусом,https://informburo.kz/novosti/v-kazahstane-za-sutki-zaregistrirovali-38-sluchaev-zarazheniya-koronavirusom,"5 марта 2023, 10:26",#цифра
409,"Учения ""Коктем-2023"" в Алматы: 600 человек убрали 640 кубометров мусора и грязи",https://informburo.kz/novosti/ucheniya-koktem-2023-v-almaty-600-chelovek-ubrali-640-kubometrov-musora-i-gryazi,"5 марта 2023, 09:46",#фото
16758,Где можно посмотреть супербой Шавката Рахмонова в прямом эфире,https://informburo.kz/novosti/gde-mozhno-posmotret-superboj-shavkata-rahmonova-v-pryamom-efire,"5 марта 2023, 08:56",#фото
2543,Что проиcходит в Украине. Главное к утру 5 февраля,https://informburo.kz/novosti/cto-proicxodit-v-ukraine-glavnoe-k-utru-5-fevralya,"5 марта 2023, 08:33",#неонас
190,В Иркутске загорелся строящийся многоэтажный дом,https://informburo.kz/novosti/v-irkutske-zagorelsya-stroyashhiisya-mnogoetaznyi-dom,"5 марта 2023, 08:02",#видео
618,Колумбия депортирует 70 бегемотов Пабло Эскобара в Индию и Мексику,https://informburo.kz/novosti/kolumbiya-deportiruet-70-begemotov-pablo-eskobara-v-indiyu-i-meksiku,"5 марта 2023, 04:30",#неонас
656,Жители Экибастуза снова испытывают проблемы с подачей тепла,https://informburo.kz/novosti/ziteli-ekibastuza-snova-ispytyvayut-problemy-s-podacei-tepla,"5 марта 2023, 00:15",#официально
122,В подготовке к сезонным паводкам в ЗКО задействуют 8000 человек,https://informburo.kz/novosti/v-podgotovke-k-sezonnym-pavodkam-v-zko-zadeistvuyut-8000-celovek,"4 марта 2023, 23:20",#фото
536,После железнодорожной катастрофы в Греции начались массовые протесты,https://informburo.kz/novosti/posle-zeleznodoroznoi-katastrofy-v-grecii-nacalis-massovye-protesty,"4 марта 2023, 22:24",#неонас
3881,Что проиcходит в Украине. Главное за день 4 марта,https://informburo.kz/novosti/cto-proicxodit-v-ukraine-glavnoe-za-den-4-marta,"4 марта 2023, 21:35",#неонас
733,В Бюро ОБСЕ высказались о положении женщин в политике Казахстана,https://informburo.kz/novosti/v-byuro-obse-vyskazalis-o-polozenii-zenshhin-v-politike-kazaxstana,"4 марта 2023, 21:15",#официально
6510,Прогноз погоды на 5 марта: снег и гололёд сохраняются в центре Казахстана,https://informburo.kz/novosti/prognoz-pogody-na-5-marta-sneg-i-gololyod-soxranyayutsya-v-centre-kazaxstana,"4 марта 2023, 21:00",#назаметку
1205,Четыре иностранца погибли в ДТП в Актюбинской области,https://informburo.kz/novosti/cetyre-inostranca-pogibli-v-dtp-v-aktyubinskoi-oblasti,"4 марта 2023, 20:25",#видео
142,"Аварийные школы, рыбное хозяйство и бесплатная медицина: политические партии продолжают предвыборную агитацию",https://informburo.kz/novosti/avariinye-skoly-rybnoe-xozyaistvo-i-besplatnaya-medicina-politiceskie-partii-prodolzayut-predvybornuyu-agitaciyu,"4 марта 2023, 19:30",#фото
306,"Рост цен на овощи в Казахстане замедлился, но не остановился",https://informburo.kz/novosti/rost-cen-na-ovoshhi-v-kazaxstane-zamedlilsya-no-ne-ostanovilsya,"4 марта 2023, 18:46",#официально
214,Домашний триумф Анны Данилиной: казахстанка победила в турнире BeeTV 40 Women's,https://informburo.kz/novosti/domashnij-triumf-anny-danilinoj-kazahstanka-pobedila-v-turnire-bee-tv-40-womens,"4 марта 2023, 18:02",#фото
1263,Казахстан за четыре года в 89 раз увеличил экспорт продуктов переработки пшеницы,https://informburo.kz/novosti/kazahstan-za-chetyre-goda-v-89-raz-uvelichil-eksport-produktov-pererabotki-pshenicy,"4 марта 2023, 17:43",#кстати
672,Джоковичу не разрешили приехать на турнир в США,https://informburo.kz/novosti/dzhokovichu-ne-razreshili-priehat-na-turnir-v-ssha,"4 марта 2023, 17:15",#кстати
5229,"""Личные мотивы"": в Казахстане задержали подозреваемого в организации нападений на журналистов",https://informburo.kz/novosti/lichnye-motivy-v-kazahstane-zaderzhali-podozrevaemogo-v-organizacii-napadenij-na-zhurnalistov,"4 марта 2023, 16:17",#видео
8092,Уточнить показатели развития Назарбаев Университета поручил Смаилов,https://informburo.kz/novosti/utochnit-pokazateli-razvitiya-nazarbaev-universiteta-poruchil-smailov,"4 марта 2023, 15:38",#официально
759,Чемпионат Казахстана по футболу стартовал в Шымкенте,https://informburo.kz/novosti/cempionat-kazaxstana-po-futbolu-startoval-v-symkente,"4 марта 2023, 14:46",#кстати
105,Анна Данилина вышла в финал турнира BeeTV 40 Women's,https://informburo.kz/novosti/anna-danilina-vysla-v-final-turnira-beetv-40-womens,"4 марта 2023, 14:02",#фото
1391,В Казахстан привезли более 500 тысяч доз вакцины Pfizer,https://informburo.kz/novosti/v-kazahstan-privezli-bolee-500-tysyach-doz-vakciny-pfizer,"4 марта 2023, 13:22",#кстати
642,Руководителя финансовой пирамиды экстрадировали из Украины в Казахстан,https://informburo.kz/novosti/rukovoditelya-finansovoj-piramidy-ekstradirovali-iz-ukrainy-v-kazahstan,"4 марта 2023, 12:37",#видео
2321,В Казахстане общественники ищут потомков более 200 солдат войны,https://informburo.kz/novosti/v-kazahstane-obshestvenniki-ishut-potomkov-bolee-200-soldat-vojny,"4 марта 2023, 12:01",#кстати
294,Представитель Туркменистана в ООН отверг обвинения в блокировке интернета в стране,https://informburo.kz/novosti/predstavitel-turkmenistana-v-oon-otverg-obvineniya-v-blokirovke-interneta-v-strane,"4 марта 2023, 04:30",#кстати
938,"В Рудном обезвредили мужчину с ножом, угрожавшего прохожим",https://informburo.kz/novosti/v-rudnom-obezvredili-muzcinu-s-nozom-ugrozavsego-proxozim,"4 марта 2023, 00:13",#официально
916,В Турции на 25-й день после землетрясения из-под завалов вытащили живую собаку,https://informburo.kz/novosti/v-turcii-na-25-j-den-posle-zemletryaseniya-iz-pod-zavalov-vytashili-zhivuyu-sobaku,"3 марта 2023, 23:18",#фото
139,"Мощный пожар произошёл на нефтехранилище в Индонезии, погибли 13 человек",https://informburo.kz/novosti/moshhnyi-pozar-proizosyol-na-neftexranilishhe-v-indonezii-pogibli-13-celovek,"3 марта 2023, 22:33",#видео
543,Более 2000 казахстанцев подали заявки на банкротство в первый день приёма,https://informburo.kz/novosti/bolee-2000-kazahstancev-podali-zayavki-na-bankrotstvo-v-pervyj-den-priyoma,"3 марта 2023, 21:28",#цифра
6374,Прогноз погоды на 4 марта: на севере и западе Казахстана ожидаются низовая метель и гололёд,https://informburo.kz/novosti/prognoz-pogody-na-4-marta-na-severe-i-zapade-kazahstana-ozhidayutsya-nizovaya-metel-i-gololyod,"3 марта 2023, 21:00",#назаметку
2424,"В Индии задержали сотрудников фармкомпании, от препарата которой погибли 20 детей в Узбекистане",https://informburo.kz/novosti/v-indii-zaderzali-sotrudnikov-farmkompanii-ot-preparata-kotoroi-pogibli-20-detei-v-uzbekistane,"3 марта 2023, 20:53",#неонас
1487,Что проиcходит в Украине. Главное за день 3 марта,https://informburo.kz/novosti/cto-proicxodit-v-ukraine-glavnoe-za-den-3-marta,"3 марта 2023, 20:20",#неонас
1132,Двух находящихся в розыске казахстанцев задержали на границе с Кыргызстаном,https://informburo.kz/novosti/dvux-naxodyashhixsya-v-rozyske-kazaxstancev-zaderzali-na-granice-s-kyrgyzstanom,"3 марта 2023, 19:52",#официально
449,Токаев и Мирзиёев встретились в Шымкенте,https://informburo.kz/novosti/tokaev-i-mirziyoev-vstretilis-v-symkente,"3 марта 2023, 19:27",#официально
323,Министр юстиции раскритиковал госорганы за некачественную разработку законопроектов,https://informburo.kz/novosti/ministr-yusticii-raskritikoval-gosorgany-za-nekacestvennuyu-razrabotku-zakonoproektov,"3 марта 2023, 18:50",#официально
304,"Местный житель взорвал бомбу в здании суда в Черногории, он погиб",https://informburo.kz/novosti/mestnyi-zitel-vzorval-bombu-v-zdanii-suda-v-cernogorii-on-pogib,"3 марта 2023, 18:02",#неонас
2990,Модернизация объектов культуры как приоритет Amanat,https://informburo.kz/novosti/modernizaciya-obektov-kultury-kak-prioritet-amanat,"3 марта 2023, 17:36",#Выборы-2023
3169,Нацбанк установил официальный курс рубля в Казахстане на 4-6 марта,https://informburo.kz/novosti/nacbank-ustanovil-oficialnyi-kurs-rublya-v-kazaxstane-na-4-6-marta,"3 марта 2023, 17:30",#назаметку
944,Терминалы для выбора фото на удостоверение личности и паспорт установили в ЦОНе Астаны,https://informburo.kz/novosti/terminaly-dlya-vybora-foto-na-udostoverenie-licnosti-i-pasport-ustanovili-v-cone-astany,"3 марта 2023, 17:07",#фото
239,С начала года в Казахстане заблокировали 8 млн звонков от мошенников,https://informburo.kz/novosti/s-nachala-goda-v-kazahstane-zablokirovali-8-mln-zvonkov-ot-moshennikov,"3 марта 2023, 16:57",#цифра
842,В Беларуси лауреата Нобелевской премии мира приговорили к 10 годам колонии,https://informburo.kz/novosti/v-belarusi-laureata-nobelevskoi-premii-mira-prigovorili-k-10-godam-kolonii,"3 марта 2023, 16:31",#неонас
252,Правительство выделит субсидии на поддержку тепличных хозяйств,https://informburo.kz/novosti/pravitelstvo-vydelit-subsidii-na-podderzku-teplicnyx-xozyaistv,"3 марта 2023, 16:13",#официально
5201,Предприниматель подарил Даниалу Ахметову мёд. Как аким распорядился подарком,https://informburo.kz/novosti/predprinimatel-podaril-danialu-axmetovu-myod-kak-akim-rasporyadilsya-podarkom,"3 марта 2023, 16:03",#фото
294,"ТЭЦ Экибастуза оштрафовали на 2,8 млн тенге за нарушение со средствами измерений",https://informburo.kz/novosti/tec-ekibastuza-ostrafovali-na-28-mln-tenge-za-narusenie-so-sredstvami-izmerenii,"3 марта 2023, 15:57",#официально
2727,"Курс доллара снизился на бирже ещё на 4,5 тенге перед выходными",https://informburo.kz/novosti/kurs-dollara-snizilsya-na-birzhe-eshyo-na-4-5-tenge-pered-vyhodnymi,"3 марта 2023, 15:36",#назаметку
392,Карагандинский школьник спас из горящего дома младшую сестру,https://informburo.kz/novosti/karagandinskii-skolnik-spas-iz-goryashhego-doma-mladsuyu-sestru,"3 марта 2023, 15:19",#фото
123,Рафаэль Надаль впервые за 18 лет покинет десятку лучших теннисистов мира,https://informburo.kz/novosti/rafael-nadal-vpervye-za-18-let-pokinet-desyatku-luchshih-tennisistov-mira,"3 марта 2023, 15:08",#кстати
3046,Кандидат от партии Amanat обсудил вопросы развития сельского хозяйства и инфраструктуры в сельской местности,https://informburo.kz/novosti/kandidat-ot-partii-amanat-obsudil-voprosy-razvitiya-selskogo-xozyaistva-i-infrastruktury-v-selskoi-mestnosti,"3 марта 2023, 14:41",#Выборы-2023
164,Доходность пенсионных активов ЕНПФ снова отстаёт от инфляции,https://informburo.kz/novosti/dohodnost-pensionnyh-aktivov-enpf-snova-otstayot-ot-inflyacii,"3 марта 2023, 14:08",#назаметку
344,"""Нужно очистить деньги"". Пенсионерка из СКО лишилась сбережений после ""снятия порчи""",https://informburo.kz/novosti/nuzno-ocistit-dengi-pensionerka-iz-sko-lisilas-sberezenii-posle-snyatiya-porci,"3 марта 2023, 13:48",#официально
201,Половина населения Земли будет страдать от избыточного веса к 2035 году,https://informburo.kz/novosti/polovina-naseleniya-zemli-budet-stradat-ot-izbytocnogo-vesa-k-2035-godu,"3 марта 2023, 13:17",#неонас
989,Один человек погиб и четверо пострадали во время испытания самолёта на авиазаводе в России,https://informburo.kz/novosti/odin-chelovek-pogib-i-chetvero-postradali-vo-vremya-ispytaniya-samolyota-na-aviazavode-v-rossii,"3 марта 2023, 04:30",#неонас
355,Строящийся небоскрёб загорелся в туристическом районе Гонконга,https://informburo.kz/novosti/stroyashhiisya-neboskryob-zagorelsya-v-turisticeskom-raione-gonkonga,"3 марта 2023, 00:46",#видео
378,"Столкновение поездов в Греции: число погибших выросло до 57, пропавшими без вести числятся 56 человек",https://informburo.kz/novosti/stolknovenie-poezdov-v-grecii-cislo-pogibsix-vyroslo-do-57-propavsimi-bez-vesti-cislyatsya-56-celovek,"2 марта 2023, 23:59",#неонас
366,Пожар произошёл в колонии строгого режима в Таразе,https://informburo.kz/novosti/pozar-proizosyol-v-kolonii-strogogo-rezima-v-taraze,"2 марта 2023, 22:51",#видео
4576,В Караганде повторно осудили бывшего замакима города,https://informburo.kz/novosti/v-karagande-povtorno-osudili-byvsego-zamakima-goroda,"2 марта 2023, 21:51",#официально
8504,"Прогноз погоды на 3 марта: шквальный ветер ожидается на большей части страны, в Таразе – более 30 м/с",https://informburo.kz/novosti/prognoz-pogody-na-3-marta-shkvalnyj-veter-ozhidaetsya-na-bolshej-chasti-strany-v-taraze-bolee-30-m-s,"2 марта 2023, 21:00",#назаметку
327,Ерлан Карин встретился с министром культуры России,https://informburo.kz/novosti/erlan-karin-vstretilsya-s-ministrom-kultury-rossii,"2 марта 2023, 20:48",#официально
1932,Что происходит в Украине. Главное за день 2 марта,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-za-den-2-marta,"2 марта 2023, 20:20",#неонас
443,В четырёх областях Казахстана из-за непогоды закрыли несколько участков дорог,https://informburo.kz/novosti/v-cetyryox-oblastyax-kazaxstana-iz-za-nepogody-zakryli-neskolko-ucastkov-dorog,"2 марта 2023, 19:53",#назаметку
98,"Анна Данилина пробилась в полуфинал ""BeeTV 40 Women's""",https://informburo.kz/novosti/anna-danilina-probilas-v-polufinal-beetv-40-womens,"2 марта 2023, 19:16",#кстати
486,Молодых астанчан приглашают на бесплатные медицинские консультации,https://informburo.kz/novosti/molodyx-astancan-priglasayut-na-besplatnye-medicinskie-konsultacii,"2 марта 2023, 18:43",#анонс
2043,"ФСБ РФ заявила об атаке диверсантов на Брянскую область. Украина настаивает, что это провокация",https://informburo.kz/novosti/fsb-rf-zayavila-ob-atake-diversantov-na-bryanskuyu-oblast-ukraina-nastaivaet-cto-eto-provokaciya,"2 марта 2023, 18:30",#неонас
4909,Археологи нашли в пирамиде Хеопса ранее неизвестный потайной коридор,https://informburo.kz/novosti/arxeologi-nasli-v-piramide-xeopsa-ranee-neizvestnyi-potainoi-koridor,"2 марта 2023, 17:37",#неонас
4255,Пять филиалов международных университетов откроют в Казахстане в 2023 году,https://informburo.kz/novosti/pyat-filialov-mezdunarodnyx-universitetov-otkroyut-v-kazaxstane-v-2023-godu,"2 марта 2023, 17:32",#официально
1236,Нацбанк установил официальный курс рубля в Казахстане на 3 марта,https://informburo.kz/novosti/nacbank-ustanovil-oficialnyj-kurs-rublya-v-kazahstane-na-3-marta,"2 марта 2023, 16:43",#назаметку
448,Даурен Абаев станет заместителем генерального секретаря СНГ,https://informburo.kz/novosti/dauren-abaev-stanet-zamestitelem-generalnogo-sekretarya-sng,"2 марта 2023, 16:35",#официально
953,"Расходы из бюджета РК увеличат на 2,2 трлн тенге. Сколько денег выделят на нужды населения",https://informburo.kz/novosti/rasxody-iz-byudzeta-rk-uvelicat-na-22-trln-tenge-skolko-deneg-vydelyat-na-nuzdy-naseleniya,"2 марта 2023, 16:28",#цифра
599,"Нападения на журналистов: следователи установили сообщников хакера, которые искали исполнителей провокаций",https://informburo.kz/novosti/napadeniya-na-zurnalistov-sledovateli-ustanovili-soobshhnikov-xakera-kotorye-iskali-ispolnitelei-provokacii,"2 марта 2023, 16:11",#официально
9378,"Снос или реконструкция: в Алматы до сих пор не определились с термином ""реновация""",https://informburo.kz/novosti/snos-ili-rekonstrukciya-v-almaty-do-six-por-ne-opredelilis-s-terminom-renovaciya,"2 марта 2023, 16:00",#официально
2290,Курс доллара резко упал к тенге на биржевых торгах,https://informburo.kz/novosti/kurs-dollara-rezko-upal-k-tenge-na-birzevyx-torgax,"2 марта 2023, 15:35",#назаметку
11940,"Штрафовать за превышение скорости и запрещённую парковку начнут мобильные ""Сергеки"" в Алматы летом",https://informburo.kz/novosti/strafovat-za-prevysenie-skorosti-i-zapreshhyonnuyu-parkovku-nacnut-mobilnye-sergeki-v-almaty-letom,"2 марта 2023, 15:10",#назаметку
230,В Астане и Шымкенте изменились адреса дежурных ЦОНов,https://informburo.kz/novosti/v-astane-i-symkente-izmenilis-adresa-dezurnyx-conov,"2 марта 2023, 14:39",#назаметку
13565,"Пятиэтажка в Шымкенте вот-вот развалится надвое. Чиновники требуют доказать, что дому нужен ремонт",https://informburo.kz/novosti/pyatietazka-v-symkente-vot-vot-razvalitsya-nadvoe-cinovniki-trebuyut-dokazat-cto-domu-nuzen-remont,"2 марта 2023, 14:32",#видео
2765,Пенсионерку осудили за создание финпирамид в Астане. Ущерб превысил 164 млн тенге,https://informburo.kz/novosti/pensionerku-osudili-za-sozdanie-finpiramid-v-astane-ushherb-prevysil-164-mln-tenge,"2 марта 2023, 14:19",#официально
19528,"Шаяхметова: Дешёвые автомобили нужно было отдать адресно, а не тем, кто сумел прицепиться",https://informburo.kz/novosti/sayaxmetova-desyovye-avtomobili-nuzno-bylo-otdat-adresno-a-ne-tem-kto-sumel-pricepitsya,"2 марта 2023, 14:14",#прямаяречь
683,Исследование: Китай опережает США в технологической гонке,https://informburo.kz/novosti/issledovanie-kitai-operezaet-ssa-v-texnologiceskoi-gonke,"2 марта 2023, 13:33",#неонас
1382,Акима Актау оштрафовали за неисполнение решения суда,https://informburo.kz/novosti/akima-aktau-ostrafovali-za-neispolnenie-reseniya-suda,"2 марта 2023, 13:07",#официально
1339,Кому выплачивают деньги из Фонда компенсации потерпевшим в Казахстане,https://informburo.kz/novosti/komu-vyplacivayut-dengi-iz-fonda-kompensacii-poterpevsim-v-kazaxstane,"2 марта 2023, 12:51",#назаметку
7538,"Досаев о проблемах, которые таксисты создают на дорогах: Нарушают всё, что можно",https://informburo.kz/novosti/dosaev-o-problemax-kotorye-taksisty-sozdayut-na-dorogax-narusayut-vsyo-cto-mozno,"2 марта 2023, 12:25",#видео
102,"За год объём услуг в сфере IT вырос на 40% и составил 772,5 млрд тенге",https://informburo.kz/novosti/za-god-obyom-uslug-v-sfere-it-vyros-na-40-i-sostavil-7725-mlrd-tenge,"2 марта 2023, 12:15",#цифра
11649,"Март 2023 года будет теплее, чем обычно. ""Казгидромет"" представил прогноз погоды на месяц",https://informburo.kz/novosti/mart-2023-goda-budet-teplee-cem-obycno-kazgidromet-predstavil-prognoz-pogody-na-mesyac,"1 марта 2023, 23:07",#назаметку
491,На севере Казахстана аграриям выделяли дизтопливо без учёта климата,https://informburo.kz/novosti/na-severe-kazaxstana-agrariyam-vydelyali-diztoplivo-bez-ucyota-klimata,"1 марта 2023, 22:07",#официально
23365,В Казахстане начали приём документов для льготного микрокредитования молодёжи,https://informburo.kz/novosti/v-kazaxstane-nacali-priyom-dokumentov-dlya-lgotnogo-mikrokreditovaniya-molodyozi,"1 марта 2023, 21:10",#назаметку
14466,Прогноз погоды на 2 марта: в Астане и девяти областях объявлено штормовое предупреждение,https://informburo.kz/novosti/prognoz-pogody-na-2-marta-v-astane-i-devyati-oblastyax-obyavleno-stormovoe-preduprezdenie,"1 марта 2023, 21:00",#назаметку
2281,Что происходит в Украине. Главное за день 1 марта,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-za-den-1-marta,"1 марта 2023, 20:40",#неонас
956,Крупные компании Саудовской Аравии построят ветровую электростанцию в 1 ГВт в Жетысуской области,https://informburo.kz/novosti/krupnye-kompanii-saudovskoi-aravii-postroyat-vetrovuyu-elektrostanciyu-v-1-gvt-v-zetysuskoi-oblasti,"1 марта 2023, 20:30",#официально
730,В замерзающих школах Экибастуза установили конвекторные системы отопления,https://informburo.kz/novosti/v-zamerzayushhix-skolax-ekibastuza-ustanovili-konvektornye-sistemy-otopleniya,"1 марта 2023, 19:39",#официально
203,Парламент Финляндии проголосовал за вступление страны в НАТО,https://informburo.kz/novosti/parlament-finlyandii-progolosoval-za-vstuplenie-strany-v-nato,"1 марта 2023, 19:00",#неонас
3067,"Сотруднице КТЖ, обвинённой в хищении 82 млн тенге, вынесли приговор",https://informburo.kz/novosti/sotrudnice-ktz-obvinyonnoi-v-xishhenii-82-mln-tenge-vynesli-prigovor,"1 марта 2023, 18:41",#цифра
1617,Как найти свой избирательный округ и участок для голосования на выборах в мажилис и маслихат Алматы,https://informburo.kz/novosti/kak-naiti-svoi-izbiratelnyi-okrug-i-ucastok-dlya-golosovaniya-na-vyborax-v-mazilis-i-maslixat-almaty,"1 марта 2023, 18:21",#назаметку
574,Перечислить деньги за проезд по платным трассам Казахстана можно будет в течение недели,https://informburo.kz/novosti/perecislit-dengi-za-proezd-po-platnym-trassam-kazaxstana-mozno-budet-v-tecenie-nedeli,"1 марта 2023, 18:09",#назаметку
881,Нацбанк установил официальный курс рубля в Казахстане на 2 марта,https://informburo.kz/novosti/nacbank-ustanovil-oficialnyj-kurs-rublya-v-kazahstane-na-2-marta,"1 марта 2023, 17:57",#назаметку
1024,Казахстанцы смогут зарегистрировать ОСИ через приложение,https://informburo.kz/novosti/kazaxstancy-smogut-zaregistrirovat-osi-cerez-prilozenie,"1 марта 2023, 17:52",#назаметку
96,Европейское космическое агентство намерено присвоить Луне отдельный часовой пояс,https://informburo.kz/novosti/evropeiskoe-kosmiceskoe-agentstvo-namereno-prisvoit-lune-otdelnyi-casovoi-poyas,"1 марта 2023, 17:47",#кстати
243,Более чем 3000 солдат получили отсрочку платежей по займам из-за срочной службы,https://informburo.kz/novosti/bolee-cem-3000-soldat-polucili-otsrocku-platezei-po-zaimam-iz-za-srocnoi-sluzby,"1 марта 2023, 17:42",#цифра
12067,Семеро дачников из Новой Бухтармы отказались обменять свои участки для стройки пляжа,https://informburo.kz/novosti/semero-dacnikov-iz-novoi-buxtarmy-otkazalis-obmenyat-svoi-ucastki-dlya-stroiki-plyaza,"1 марта 2023, 17:24",#кстати
283,Вторую партию казахстанской нефти поставят в Германию в марте,https://informburo.kz/novosti/vtoruyu-partiyu-kazahstanskoj-nefti-postavyat-v-germaniyu-v-marte,"1 марта 2023, 17:19",#официально
6366,Похолодание и осадки прогнозирует Казгидромет в ближайшие дни,https://informburo.kz/novosti/poholodanie-i-osadki-prognoziruet-kazgidromet-v-blizhajshie-dni,"1 марта 2023, 17:03",#назаметку
1666,Выборы в маслихат Алматы: Багдата Манзорова сняли с гонки,https://informburo.kz/novosti/vybory-v-maslixat-almaty-bagdata-manzorova-snyali-s-gonki,"1 марта 2023, 16:54",#официально
211,Партия Amanat акцентирует внимание на улучшении качества дорог в Костанайской области,https://informburo.kz/novosti/partiya-amanat-akcentiruet-vnimanie-na-ulucsenii-kacestva-dorog-v-kostanaiskoi-oblasti,"1 марта 2023, 16:31",#Выборы-2023
3973,Токаев наградил ликвидаторов аварии на ТЭЦ в Экибастузе,https://informburo.kz/novosti/tokaev-nagradil-likvidatorov-avarii-na-tec-v-ekibastuze,"1 марта 2023, 16:26",#официально
1233,"""Подавали фейковые объявления"". Десятки алматинцев стали жертвами двух мошенников из Жамбылской области",https://informburo.kz/novosti/podavali-feikovye-obyavleniya-desyatki-almatincev-stali-zertvami-dvux-mosennikov-iz-zambylskoi-oblasti,"1 марта 2023, 16:15",#назаметку
1262,"Опубликован список обладателей стипендии ""Болашак"", в нём 25 человек",https://informburo.kz/novosti/opublikovan-spisok-obladatelei-stipendii-bolasak-v-nyom-25-celovek,"1 марта 2023, 15:41",#официально
1509,"Курс доллара упал ещё на 3,5 тенге на бирже",https://informburo.kz/novosti/kurs-dollara-upal-eshyo-na-3-5-tenge-na-birzhe,"1 марта 2023, 15:36",#назаметку
9699,Поставщик молочных продуктов продавал кефир с ценовой надбавкой в 45% в Акмолинской области,https://informburo.kz/novosti/postavshhik-molocnyx-produktov-prodaval-kefir-s-cenovoi-nadbavkoi-v-45-v-akmolinskoi-oblasti,"1 марта 2023, 15:31",#цифра
910,Погоня в Алматы: полицейские предотвратили похищение человека,https://informburo.kz/novosti/pogonya-v-almaty-policeiskie-predotvratili-poxishhenie-celoveka,"1 марта 2023, 15:06",#видео
1322,Попало ли совместное с Россией космическое предприятие Казахстана под санкции Евросоюза?,https://informburo.kz/novosti/popalo-li-sovmestnoe-s-rossiei-kosmiceskoe-predpriyatie-kazaxstana-pod-sankcii-evrosoyuza,"1 марта 2023, 14:29",#официально
422,Справку об отсрочке от воинской службы теперь можно получить на номер телефона,https://informburo.kz/novosti/spravku-ob-otsrocke-ot-voinskoi-sluzby-teper-mozno-polucit-na-nomer-telefona,"1 марта 2023, 14:21",#назаметку
286,Из-за непогоды в Акмолинской области на трассах застряла тысяча автомобилей,https://informburo.kz/novosti/iz-za-nepogody-v-akmolinskoi-oblasti-na-trassax-zastryala-tysyaca-avtomobilei,"1 марта 2023, 14:01",#цифра
